user_id,group
4555,control
7507,control
1907,treatment
732,treatment
5948,treatment
12728,control
3404,control
3155,control
10790,treatment
9805,control
8006,control
12827,treatment
2403,treatment
1893,treatment
1373,control
11934,control
11363,treatment
3793,treatment
14500,control
9530,control
14462,treatment
6600,treatment
9099,treatment
13728,treatment
3216,treatment
5463,treatment
11169,treatment
900,treatment
705,control
12633,control
6462,control
14661,treatment
3973,treatment
9287,treatment
9887,control
1124,control
3751,treatment
12234,control
8772,treatment
6093,control
11775,treatment
179,treatment
4717,control
5569,control
7652,treatment
11108,control
13316,treatment
13168,control
7107,treatment
10780,control
5721,treatment
1237,control
2980,treatment
9136,treatment
8285,control
9897,control
9727,treatment
8057,treatment
14091,treatment
5624,control
9479,control
12853,treatment
3847,control
2841,control
10891,treatment
5887,control
7598,treatment
710,treatment
1909,treatment
13808,treatment
9692,control
12310,treatment
432,control
8653,treatment
4885,control
10608,control
2859,control
5177,treatment
5666,control
6561,control
12168,control
14679,control
2280,treatment
3463,treatment
11668,treatment
14302,control
2058,control
13909,treatment
2472,control
1932,treatment
2153,control
13549,control
5007,control
1179,control
5724,control
2500,control
5184,control
14818,control
12250,treatment
11698,control
826,treatment
5273,control
11185,control
7504,control
2673,treatment
13247,control
13794,control
2248,treatment
3217,treatment
1416,control
9995,control
3106,control
2055,control
1400,control
13422,control
13762,control
9283,control
382,control
385,treatment
11830,treatment
8091,treatment
8492,treatment
3675,treatment
7833,treatment
12468,control
13383,treatment
3520,control
12890,control
6034,treatment
13425,treatment
411,control
2297,treatment
4162,treatment
12176,treatment
10068,control
7056,treatment
5795,control
3112,control
4320,treatment
544,control
12259,control
12129,control
987,treatment
6412,treatment
4251,control
11725,control
10649,treatment
12243,control
5972,treatment
3419,control
10536,treatment
10334,control
13022,control
10558,control
2528,control
3995,control
6677,treatment
13195,control
3997,control
4812,treatment
13203,treatment
9201,treatment
187,treatment
5693,control
1020,treatment
2562,treatment
4273,treatment
33,control
11053,treatment
8266,treatment
11251,control
14721,control
5785,treatment
2544,control
3510,control
5070,control
11978,control
5635,treatment
4319,treatment
11325,control
3591,treatment
8699,control
11712,control
11779,control
10557,control
8196,treatment
11728,control
7184,treatment
1938,control
8293,control
3078,control
8727,control
4281,control
14920,control
2473,treatment
13400,treatment
7066,control
3551,control
7016,control
9496,treatment
11322,treatment
10474,treatment
5596,control
12425,control
7871,treatment
6285,treatment
4792,control
13530,control
10816,control
4328,treatment
9454,control
585,treatment
12370,control
4366,control
7742,control
11167,treatment
2155,control
9614,control
7074,control
7633,control
4382,treatment
12823,control
6096,control
9972,control
7675,treatment
5748,control
1141,treatment
11012,treatment
10641,treatment
8845,treatment
5201,treatment
5148,treatment
2978,control
13150,treatment
5935,treatment
14347,treatment
1140,control
13378,treatment
347,control
6094,treatment
5108,control
10517,treatment
5058,treatment
8304,control
11079,control
8234,control
7919,control
12122,control
9517,treatment
6416,control
2463,treatment
5744,control
6649,control
486,treatment
6517,treatment
6613,treatment
10543,treatment
6022,control
3763,treatment
3226,treatment
4597,treatment
11273,control
6446,treatment
9263,treatment
7565,treatment
10544,treatment
13239,control
7399,treatment
1928,treatment
465,treatment
11639,control
7389,control
3213,treatment
7837,control
1051,treatment
5662,treatment
807,treatment
9199,treatment
9775,control
3215,control
13187,control
6424,control
6420,treatment
10491,control
12350,control
12472,control
4743,control
11412,treatment
3121,control
6511,treatment
13062,control
6548,treatment
12004,treatment
3669,control
12566,control
7030,treatment
5509,control
6452,control
9781,treatment
801,treatment
10930,treatment
7682,control
217,control
4309,control
305,control
10224,treatment
14750,control
3998,control
14070,treatment
2917,control
3055,treatment
3059,control
2274,treatment
7920,control
14339,control
386,control
11988,treatment
3310,treatment
1935,control
3728,treatment
7115,treatment
10578,control
14159,control
5561,treatment
6043,treatment
591,control
12411,treatment
2134,control
10081,control
3813,treatment
1202,control
12804,control
361,control
10421,control
8376,treatment
14254,control
11980,control
2526,control
12399,treatment
12417,control
6364,control
5811,treatment
14709,treatment
3913,control
12598,control
1192,treatment
13099,control
14268,control
10826,control
4399,control
3651,control
9373,treatment
5359,control
9470,treatment
4836,treatment
8001,control
11933,treatment
14278,control
5311,treatment
14362,treatment
14333,treatment
13540,control
9674,treatment
2924,treatment
13071,control
335,control
11400,control
10050,treatment
4722,control
73,treatment
10505,control
8275,treatment
5156,control
14131,control
2319,control
2823,treatment
10116,control
7907,treatment
74,control
10743,control
833,treatment
6733,treatment
6419,control
1129,treatment
3002,treatment
155,treatment
566,control
13031,control
13700,control
10721,treatment
9427,control
1482,treatment
1314,treatment
12707,treatment
13462,control
7258,treatment
14329,control
9306,control
12342,treatment
12050,control
7411,control
14215,treatment
6888,control
4470,control
14857,treatment
151,control
7546,treatment
52,control
2335,control
8161,treatment
1504,control
7870,treatment
5682,control
11663,control
12036,treatment
10755,treatment
13061,control
9594,treatment
922,control
13832,treatment
11255,control
7335,treatment
5087,treatment
10449,treatment
10477,control
6348,control
9144,control
882,control
14702,control
8014,control
8953,control
3580,treatment
92,treatment
13253,control
13899,control
1794,control
12081,treatment
13848,control
11489,treatment
11034,control
9089,control
14525,treatment
8755,treatment
13004,control
8031,control
1943,treatment
13874,treatment
538,treatment
340,control
12013,treatment
3996,control
2298,treatment
6453,control
2119,treatment
5309,treatment
1770,control
1007,control
10915,control
9983,control
13508,control
2192,control
11715,treatment
5579,treatment
9187,control
11672,treatment
13421,control
14425,control
5571,treatment
1631,treatment
11324,control
9206,treatment
7887,treatment
9876,control
306,treatment
8301,control
14879,treatment
3792,treatment
13631,control
4075,control
315,treatment
11729,control
10188,treatment
12282,treatment
14655,treatment
9841,control
14527,control
11112,treatment
9523,control
10988,treatment
2265,control
1401,treatment
9757,control
11155,treatment
4472,treatment
3806,treatment
6203,treatment
12528,control
3381,treatment
7533,control
11821,control
4469,treatment
14664,treatment
3287,control
10538,control
3604,control
14757,treatment
6075,treatment
3760,treatment
3829,treatment
13234,control
4886,control
7827,control
5598,control
267,control
1150,control
14937,treatment
14001,treatment
11365,control
14843,treatment
1978,control
2332,control
14009,treatment
182,control
2377,treatment
9839,control
6957,control
6449,treatment
12535,control
14811,control
338,treatment
5094,treatment
13771,control
1957,treatment
7220,control
8800,treatment
2299,control
14210,treatment
1212,treatment
11456,control
875,treatment
6071,control
1393,treatment
81,control
6468,treatment
7543,treatment
13880,treatment
1062,control
10399,treatment
9241,treatment
2145,control
12294,treatment
124,control
11154,treatment
10185,treatment
3016,control
10512,control
4148,control
4392,control
7089,treatment
2102,treatment
7357,control
2360,treatment
10986,treatment
6319,treatment
130,treatment
12225,treatment
12097,control
13967,treatment
10898,control
11859,control
6212,control
4025,control
2742,treatment
2189,control
115,control
10556,treatment
5881,control
7073,treatment
14045,control
4451,control
13326,treatment
4176,treatment
14630,control
2443,control
10983,treatment
5482,treatment
8452,control
7465,control
6735,control
8512,control
12641,control
12812,control
11691,treatment
8714,treatment
14067,control
9160,control
14909,treatment
13525,control
9925,treatment
10696,control
13913,treatment
1613,control
13979,treatment
1730,control
4834,treatment
7560,treatment
6437,control
2570,treatment
12167,control
11287,treatment
9991,treatment
1637,treatment
753,treatment
6268,treatment
7950,treatment
8284,control
4417,control
14128,control
1854,treatment
845,treatment
2389,control
487,control
16,control
10162,treatment
4092,control
5062,control
11913,control
3077,control
8341,treatment
11295,treatment
5278,control
4434,treatment
5368,treatment
5199,treatment
3252,control
3947,control
13301,treatment
12037,control
685,control
1337,control
12353,control
1495,control
7961,treatment
2749,control
10288,control
12224,treatment
14113,control
218,control
14336,treatment
11320,control
10,treatment
11190,control
10935,treatment
5029,control
14352,treatment
9819,control
10968,control
14480,control
14824,control
11050,control
14786,treatment
11555,treatment
8893,treatment
715,control
7927,control
6104,treatment
8884,control
5264,control
14948,control
3732,treatment
7711,treatment
9838,control
13510,control
1399,control
10793,control
13445,control
5069,treatment
13442,control
14247,treatment
3866,treatment
2267,treatment
7881,treatment
2426,control
6709,treatment
13810,treatment
14260,treatment
13296,treatment
6549,treatment
12042,control
5806,control
11493,control
5550,control
395,control
12755,treatment
6297,treatment
211,control
873,control
3274,treatment
13179,control
4317,treatment
14170,control
13033,control
809,treatment
8148,control
5361,treatment
14896,treatment
2527,treatment
1153,treatment
12696,control
11118,treatment
10754,treatment
2949,control
9642,treatment
13014,treatment
4609,control
6266,treatment
9508,control
105,control
920,treatment
4018,treatment
7018,control
10878,control
2839,treatment
10113,treatment
5850,control
719,control
2376,control
7756,treatment
13539,control
14035,treatment
5016,control
12477,treatment
5381,control
10453,control
10160,control
3853,control
3725,control
13125,control
1883,treatment
10032,control
2616,control
14212,treatment
7759,treatment
5358,control
11470,treatment
13747,treatment
12348,control
13908,treatment
4939,treatment
7923,treatment
5794,treatment
9141,control
8916,treatment
966,control
9700,control
5126,control
8099,control
9179,control
14801,control
1830,treatment
6121,treatment
10906,control
9840,control
11882,control
9047,treatment
1135,treatment
375,treatment
5715,control
8537,treatment
374,control
3747,control
12672,treatment
520,control
4810,treatment
2999,control
3649,treatment
14616,control
4673,control
10330,control
9156,treatment
8274,control
11441,control
3962,treatment
766,control
10250,control
541,treatment
1821,treatment
9575,control
7502,control
350,control
7065,treatment
7135,treatment
429,control
6426,control
6705,treatment
2590,control
6721,treatment
1589,treatment
1054,control
13283,control
3899,control
9784,treatment
8412,treatment
12587,control
13363,treatment
2278,control
14930,treatment
6272,control
1718,treatment
2609,control
13288,treatment
8566,control
8313,treatment
13565,treatment
4432,treatment
7926,control
12405,control
3219,control
13835,control
12971,treatment
11454,treatment
972,control
7358,treatment
6405,treatment
11807,control
5364,control
6606,control
11405,treatment
9552,control
9219,treatment
4618,control
2870,treatment
11758,treatment
4346,control
4159,treatment
1120,control
12862,control
6020,treatment
6625,control
13806,control
3012,control
148,treatment
584,treatment
1069,control
3541,control
1772,treatment
2223,treatment
13500,treatment
1871,control
12955,treatment
13473,treatment
7463,treatment
9323,control
2282,treatment
129,treatment
13505,treatment
2812,treatment
10313,control
1101,treatment
4719,control
6579,treatment
13885,treatment
4751,control
9706,control
7077,control
1209,control
9921,control
1596,control
3956,control
219,control
11930,control
837,control
34,control
9325,treatment
5421,treatment
4441,treatment
5617,treatment
2427,treatment
4465,control
11565,treatment
12408,control
6176,treatment
1792,control
6910,control
5653,treatment
9836,treatment
5366,treatment
2783,treatment
120,control
14413,control
14192,treatment
2432,treatment
334,control
636,treatment
2763,control
1964,control
3879,control
14161,control
12155,treatment
3886,treatment
6527,control
9922,treatment
6501,treatment
2858,treatment
10431,treatment
2948,control
331,control
5595,treatment
3374,treatment
6545,treatment
3147,control
12594,control
8608,control
4353,control
5224,treatment
4596,treatment
7410,treatment
82,treatment
12096,control
4744,control
9813,control
1297,treatment
9644,control
6843,control
4846,treatment
5354,control
8870,treatment
7403,control
11370,control
7574,control
8792,control
9866,treatment
4271,treatment
12561,treatment
10875,treatment
14102,treatment
4835,control
2719,treatment
1201,treatment
203,treatment
11727,control
7657,control
3542,control
5674,treatment
518,treatment
4475,treatment
10067,control
14209,control
1681,treatment
6880,control
7868,treatment
8979,control
4694,control
12271,control
7223,control
7906,treatment
13233,treatment
4647,treatment
7153,control
11304,treatment
12253,treatment
11870,treatment
10354,treatment
11574,treatment
3794,treatment
773,control
8209,treatment
7866,control
12074,treatment
3236,treatment
257,control
12837,control
5938,control
10146,treatment
12738,control
7282,control
13923,treatment
348,control
12334,treatment
14419,control
11022,control
1503,treatment
2287,control
8964,control
12375,control
8002,control
8764,control
9858,treatment
7488,control
1731,control
8157,control
6644,treatment
3602,control
4312,treatment
11294,control
9449,treatment
9372,control
13101,treatment
4562,control
4196,treatment
1077,control
9624,control
6239,treatment
4948,control
6538,treatment
62,control
2646,treatment
10227,treatment
7760,control
12072,control
471,treatment
2760,control
1310,control
245,treatment
1627,control
9519,treatment
8782,control
2541,control
10465,control
6547,treatment
6737,treatment
716,control
5020,control
565,treatment
10978,treatment
3181,treatment
8865,treatment
7174,control
10308,treatment
2549,control
14788,control
693,treatment
624,control
2247,treatment
6578,treatment
8833,treatment
4670,treatment
11551,control
13574,treatment
12870,control
8817,treatment
1639,treatment
3752,control
1198,control
872,control
10339,control
4814,treatment
13351,control
6512,treatment
908,control
7187,treatment
7449,treatment
3239,control
4936,control
1741,control
8895,treatment
14469,control
7749,control
750,control
1954,control
6853,treatment
8224,control
11165,treatment
13592,control
266,control
8806,control
11014,control
2313,control
8168,control
681,treatment
6383,treatment
3430,control
356,treatment
9664,control
5642,treatment
5331,treatment
14885,treatment
6552,treatment
11399,control
6820,treatment
11845,treatment
8825,control
546,treatment
6312,control
6431,treatment
9785,treatment
6927,control
10473,control
8187,treatment
13069,treatment
14603,treatment
11982,treatment
10646,control
8556,treatment
8826,control
5956,control
10154,control
6384,control
2216,control
5529,control
9951,control
2682,treatment
9604,control
2725,treatment
2571,treatment
5979,treatment
12009,treatment
14127,control
9352,treatment
9149,control
14487,treatment
11256,control
1103,treatment
20,control
3249,control
9424,control
915,control
6404,treatment
1315,treatment
12610,treatment
6244,control
6555,control
13496,control
10290,control
281,control
11534,control
14887,control
8750,control
880,control
494,control
7064,control
221,treatment
1851,treatment
3661,control
6012,control
3189,treatment
6850,control
9870,control
7316,treatment
6149,control
6958,treatment
2894,control
8297,control
1352,control
4762,treatment
1621,treatment
797,control
7987,treatment
9895,control
4778,treatment
3648,control
6140,treatment
13673,treatment
12403,treatment
10251,treatment
12500,treatment
11806,control
12181,control
7946,control
11335,treatment
5638,treatment
12635,control
4316,control
12531,control
4070,control
1800,control
11111,control
8389,control
7416,treatment
12885,treatment
2630,control
1303,treatment
2603,treatment
9345,control
815,treatment
4363,treatment
48,control
6776,treatment
3497,treatment
1357,treatment
4871,control
8705,treatment
9286,control
4163,control
4681,control
2399,treatment
8915,treatment
2915,treatment
1367,treatment
5761,treatment
9191,treatment
2819,control
11773,control
5373,control
3616,control
2471,control
4288,treatment
13112,control
6918,treatment
7189,control
11451,treatment
1509,control
4908,treatment
13882,treatment
10174,treatment
6971,treatment
2116,treatment
1249,treatment
5702,control
5397,control
9981,control
8610,treatment
13216,control
9689,control
7952,treatment
12521,control
14613,treatment
8749,treatment
11813,control
14049,treatment
13032,control
5356,treatment
12014,control
2324,control
13302,control
783,control
7366,treatment
8370,control
10422,control
1953,control
1605,treatment
7332,treatment
100,control
3807,treatment
7314,treatment
4268,treatment
13390,treatment
9289,treatment
13178,treatment
4563,control
6283,control
9786,control
13877,treatment
14291,treatment
2100,control
9665,control
6610,treatment
5240,control
5279,control
12946,treatment
10007,treatment
2730,treatment
10378,control
5906,control
6858,control
13048,treatment
3046,control
747,treatment
3921,treatment
7785,control
7935,treatment
9374,control
2986,treatment
13190,treatment
8147,treatment
1514,control
12520,control
8347,treatment
8345,control
1547,treatment
1139,treatment
8124,treatment
14116,control
365,treatment
172,treatment
10857,control
3329,control
4991,control
14785,control
13502,treatment
13337,control
7656,control
235,treatment
7396,treatment
1753,treatment
6752,treatment
5548,control
12019,control
238,treatment
9546,treatment
12424,treatment
14533,treatment
10418,treatment
2899,treatment
2634,control
6807,treatment
12642,control
11033,control
4826,treatment
4611,treatment
10719,treatment
1043,control
1708,treatment
12905,treatment
14115,control
2991,treatment
7983,treatment
1502,control
13800,control
3171,treatment
13651,control
13030,control
6797,treatment
4396,control
13235,treatment
10714,control
3273,control
11474,treatment
9583,treatment
10044,control
5480,control
10343,treatment
5852,treatment
13194,control
7179,treatment
514,control
12479,control
7129,treatment
4265,treatment
5787,control
13754,control
3530,control
3821,control
7885,control
14644,control
1790,treatment
684,control
3079,treatment
10949,treatment
13174,control
10511,control
10135,control
5234,treatment
8596,treatment
4194,control
8720,treatment
9433,control
13221,control
2809,treatment
7158,control
8955,treatment
3256,treatment
13648,treatment
8523,treatment
10561,control
8027,treatment
3098,treatment
10594,treatment
7054,control
4331,treatment
9387,treatment
3352,control
7690,control
7489,control
8691,treatment
5668,control
12130,control
6366,treatment
2184,control
12008,treatment
1128,control
7222,treatment
12032,treatment
10294,treatment
5892,treatment
8021,treatment
9756,control
10373,control
2758,treatment
881,treatment
13274,control
10193,control
1451,control
4449,control
14900,treatment
13245,control
7133,control
6757,control
12218,treatment
11148,control
4455,control
7576,treatment
14258,treatment
12826,control
11213,control
2470,treatment
9310,control
2185,control
12943,treatment
1712,treatment
7145,control
4424,treatment
1354,treatment
3639,treatment
8020,control
14373,control
9580,treatment
10977,control
9004,control
6199,treatment
1742,control
13477,control
2449,control
14370,treatment
43,control
1494,control
13009,control
7655,control
10658,control
6287,control
7195,treatment
11351,treatment
10457,treatment
8152,treatment
13844,treatment
2147,control
12965,treatment
4188,treatment
916,treatment
9152,treatment
5490,control
1960,treatment
5942,treatment
13627,control
3232,control
10031,treatment
12077,treatment
13690,treatment
3338,treatment
3976,control
1423,treatment
6650,treatment
11782,treatment
13127,treatment
11679,treatment
7414,control
13192,control
14858,treatment
10345,treatment
2320,control
5332,control
3276,control
7301,control
13566,treatment
12596,control
1187,treatment
14316,control
12960,treatment
9318,control
6235,control
2261,control
12739,treatment
3204,treatment
3101,control
501,control
7265,treatment
4746,control
2025,treatment
717,treatment
9171,treatment
3355,treatment
11314,treatment
481,control
741,control
3739,treatment
3327,treatment
6322,control
7415,control
9567,control
8510,control
5378,treatment
977,control
510,control
2612,control
12483,treatment
11346,treatment
13891,control
3446,control
14881,treatment
12103,treatment
12634,control
14066,control
9362,treatment
2166,treatment
4904,control
7653,control
1826,control
10374,control
11667,treatment
8491,treatment
13230,treatment
2664,treatment
4833,control
1096,treatment
13501,treatment
4463,control
5362,control
1200,control
11381,treatment
2186,control
246,control
6395,treatment
6177,control
9056,control
11394,treatment
4334,control
6092,treatment
8490,control
14176,treatment
10789,control
12559,control
3170,control
3729,control
5554,control
12083,control
11634,treatment
10420,treatment
2902,control
1160,treatment
198,treatment
12030,treatment
304,control
6430,treatment
8369,control
5100,control
11063,treatment
44,control
5508,treatment
6076,control
12393,control
11017,treatment
4193,control
5692,treatment
11389,control
2496,control
2281,control
733,control
7227,treatment
11114,control
2231,treatment
5230,treatment
1405,treatment
174,control
14551,treatment
4386,control
7260,treatment
5325,control
10971,treatment
13128,treatment
459,treatment
223,control
12260,treatment
6534,treatment
4783,treatment
9036,control
1324,control
2842,treatment
1771,treatment
14596,treatment
8475,treatment
3353,control
731,control
12686,treatment
6080,treatment
9097,treatment
13151,control
13984,control
8910,treatment
12216,treatment
6825,control
5202,treatment
13079,treatment
4149,control
10412,treatment
1728,treatment
3362,treatment
11453,treatment
2790,treatment
14246,control
8770,control
1868,treatment
10186,treatment
14086,treatment
8660,treatment
11409,control
6157,control
5863,control
2663,control
11916,treatment
4987,treatment
12674,treatment
9844,treatment
7197,treatment
8448,control
5623,treatment
1666,control
13520,treatment
5315,treatment
4239,control
1510,control
11467,treatment
11350,treatment
12653,treatment
6471,treatment
7031,treatment
7276,control
14759,treatment
8150,control
4039,control
11252,treatment
3884,control
7025,treatment
10349,treatment
4483,treatment
3683,treatment
8992,control
3781,control
10901,treatment
11484,treatment
9943,control
2606,treatment
4029,control
12539,control
11134,treatment
5951,control
10893,treatment
1449,treatment
6999,treatment
12912,control
9560,control
4411,control
6410,treatment
7542,control
1961,treatment
1418,treatment
5417,treatment
13448,treatment
6725,treatment
8898,control
9296,control
11798,control
11009,treatment
12114,control
8793,treatment
1970,treatment
2221,treatment
5890,treatment
14015,control
8000,treatment
14853,control
12421,treatment
3025,control
12599,control
8337,control
14117,treatment
11794,treatment
3990,control
8115,control
10492,control
3494,treatment
12383,treatment
9251,treatment
8753,treatment
4325,treatment
4189,treatment
10335,control
12267,control
1052,treatment
9233,control
9534,treatment
13985,treatment
14594,control
10740,control
12330,control
11028,treatment
13476,treatment
3061,control
748,control
3871,treatment
5170,control
2960,control
13898,treatment
5174,control
6686,control
13482,treatment
11058,control
1098,control
4551,treatment
9331,treatment
14823,treatment
13298,treatment
11382,control
9076,control
3778,control
4249,treatment
12335,treatment
6894,treatment
7707,control
10159,control
7086,control
4128,control
9497,treatment
5577,control
13936,control
8868,treatment
13270,control
14550,treatment
2974,control
7558,treatment
12684,control
940,control
9023,control
9955,control
9294,control
14819,control
14152,treatment
14061,treatment
10181,treatment
14756,control
14129,treatment
3564,control
6802,treatment
4335,treatment
1374,control
14966,treatment
5679,control
6170,treatment
12265,control
4210,control
14901,control
2878,control
6567,treatment
5003,treatment
9203,treatment
4954,control
6718,control
12568,control
13197,treatment
8818,control
4133,control
1827,treatment
10633,control
6557,control
7972,control
14553,treatment
4757,treatment
8318,control
11714,treatment
11261,treatment
9064,control
10036,control
13672,control
5621,control
14753,treatment
13457,treatment
3069,control
11130,control
4799,treatment
10286,control
3699,control
298,treatment
11732,control
7884,control
4518,treatment
11269,treatment
4443,control
7052,control
7745,treatment
1795,control
2818,treatment
10765,treatment
10234,treatment
6371,treatment
7092,control
5335,treatment
12439,control
2845,treatment
3140,control
627,treatment
13251,control
6441,control
14955,treatment
10040,treatment
1205,treatment
225,treatment
2848,control
4890,control
14428,control
10333,treatment
14543,treatment
5043,control
5172,treatment
5860,control
4878,control
12831,control
6308,control
7807,treatment
13636,control
7875,treatment
10470,treatment
7186,treatment
8338,treatment
14632,control
10136,treatment
9455,treatment
7782,control
13780,control
930,treatment
13818,treatment
14812,control
14141,control
6128,control
7863,control
11848,control
10282,treatment
6640,treatment
12349,treatment
14663,control
14168,control
12548,control
4494,treatment
8042,treatment
11410,treatment
358,control
6604,treatment
11087,treatment
3533,control
11144,treatment
10137,treatment
13299,treatment
7083,treatment
10700,treatment
6306,treatment
3516,treatment
12928,control
3578,control
11706,control
13199,treatment
4008,control
2007,control
7768,control
6196,control
4977,treatment
850,control
1739,treatment
8067,treatment
8012,control
3199,treatment
10739,treatment
6875,control
6001,control
8988,treatment
8123,control
10555,treatment
5113,treatment
5066,treatment
13511,control
12706,control
5218,control
10776,treatment
15,control
7487,treatment
9262,control
4844,control
8032,treatment
9722,treatment
11001,treatment
6115,control
14744,control
3116,control
8197,control
5221,control
394,control
5895,treatment
12940,treatment
12123,control
13023,control
8445,control
11300,control
1604,treatment
10835,control
10895,control
1992,treatment
10552,control
7051,control
4069,treatment
10982,control
4206,control
14684,treatment
2681,control
7084,treatment
4989,treatment
1995,treatment
912,control
12100,control
220,control
7611,treatment
5672,treatment
10770,treatment
7451,treatment
4971,treatment
6504,control
7829,control
205,treatment
2475,control
9440,treatment
8740,control
10254,treatment
14947,control
1674,treatment
7525,control
4458,control
14271,treatment
10727,treatment
11084,treatment
11931,control
5576,treatment
11894,control
5655,control
8478,treatment
10175,treatment
24,control
4423,treatment
2129,control
2853,treatment
3315,control
14884,control
1776,control
10440,treatment
744,control
2785,treatment
5547,treatment
5333,treatment
11750,control
1855,treatment
714,control
13737,treatment
5389,treatment
11075,treatment
6647,treatment
4493,treatment
14457,control
10685,control
4920,control
5231,treatment
9005,treatment
13359,treatment
5975,treatment
12059,control
11799,control
606,control
14106,treatment
6175,control
2577,control
14934,control
8303,treatment
2481,treatment
9494,treatment
6030,control
3777,control
7864,treatment
13817,control
2169,control
12776,treatment
14995,control
14998,treatment
9942,treatment
2013,control
569,control
9873,treatment
13469,control
1085,control
531,control
2909,treatment
9139,treatment
2658,treatment
5022,treatment
9712,treatment
11404,control
5436,treatment
8544,control
5471,treatment
2076,control
10464,control
11669,control
8934,treatment
14980,control
5194,control
13466,control
8832,treatment
7221,control
11510,treatment
5506,treatment
1965,control
12871,treatment
6207,control
5656,treatment
2088,control
171,control
8569,control
5729,treatment
5973,treatment
1300,treatment
6236,treatment
12048,treatment
5926,treatment
6179,control
9691,treatment
5466,control
2217,control
14585,treatment
7895,control
2508,control
5165,treatment
4413,control
12158,treatment
10662,control
7347,control
3319,treatment
1082,treatment
7164,treatment
14279,treatment
7747,control
6,treatment
11020,control
746,control
1125,treatment
14018,treatment
4777,treatment
14438,control
7663,control
3744,treatment
10100,treatment
1926,treatment
7758,treatment
6050,treatment
7011,treatment
9709,treatment
6257,treatment
14840,treatment
6102,control
7509,control
10640,control
7400,control
13820,control
6290,treatment
6113,treatment
13135,control
13738,treatment
1805,treatment
9207,treatment
8036,control
7878,control
13468,control
7638,control
3150,treatment
3081,control
1984,control
7974,treatment
11772,control
2458,control
8571,control
3342,control
5186,treatment
13104,treatment
5297,treatment
303,treatment
10178,treatment
5434,treatment
10989,treatment
7354,treatment
6509,control
3686,control
6828,control
11953,control
14280,treatment
1448,treatment
4840,treatment
10237,control
14531,treatment
13664,treatment
1032,control
4534,control
3433,treatment
959,control
7080,treatment
1835,control
3313,control
5118,control
14841,treatment
7524,control
12195,control
2594,treatment
14555,control
6450,treatment
7948,control
2865,control
3255,control
14713,treatment
8204,control
10849,control
12308,treatment
6246,control
12497,treatment
4056,treatment
6870,treatment
995,treatment
2716,control
4863,control
8390,treatment
1149,treatment
1431,control
12431,treatment
4848,control
1806,control
10571,treatment
12744,treatment
7773,control
10260,treatment
14648,treatment
11615,treatment
12650,control
3717,treatment
4285,treatment
8258,control
2325,treatment
3422,control
9973,control
4177,control
7514,treatment
14907,treatment
2850,treatment
6755,treatment
8643,treatment
4934,treatment
10149,control
7297,treatment
5130,control
8263,control
11157,control
2683,treatment
6669,treatment
1170,treatment
4287,treatment
6815,treatment
4327,treatment
3559,treatment
8559,treatment
10212,treatment
14652,control
13132,treatment
7405,treatment
10863,treatment
7550,treatment
10065,control
12022,control
10400,control
11702,treatment
1110,treatment
9688,treatment
14560,treatment
4507,control
11985,control
1092,control
4602,treatment
9884,control
14969,treatment
1595,control
6491,treatment
3041,treatment
168,control
7573,control
10744,treatment
2310,treatment
12377,control
12969,treatment
938,control
3687,treatment
12428,treatment
10129,treatment
2291,control
11753,control
7931,control
12438,control
12753,control
990,treatment
14910,treatment
7551,control
8913,treatment
7566,control
6597,control
12589,treatment
13258,control
10699,treatment
7585,treatment
6028,control
8400,treatment
13180,treatment
10717,treatment
7815,control
4831,control
4583,treatment
6463,control
12733,control
11887,treatment
4167,treatment
5185,treatment
13990,control
14557,treatment
9181,treatment
14640,treatment
7994,treatment
7763,control
9412,control
11347,treatment
617,treatment
14521,control
1184,control
4004,control
9409,treatment
600,treatment
2402,control
7422,treatment
4818,control
11825,treatment
5618,treatment
2757,control
11466,control
6473,control
8968,treatment
3131,control
6073,control
10684,control
665,control
8331,control
1749,control
5628,control
5274,treatment
9984,control
6218,treatment
1615,control
8191,treatment
352,control
5075,treatment
3915,control
8365,control
2959,treatment
3272,treatment
1788,treatment
7437,control
5737,control
14577,treatment
3800,treatment
2656,control
14891,control
12448,treatment
9471,treatment
2148,treatment
11003,treatment
1419,control
6809,control
9854,treatment
11961,treatment
12221,control
9994,control
3414,control
6467,control
13770,treatment
8009,control
7246,treatment
7228,treatment
227,treatment
10515,control
420,treatment
2921,treatment
5698,control
13342,treatment
11958,control
4748,control
1193,treatment
6270,treatment
10114,control
11208,treatment
9397,treatment
9138,treatment
3387,control
6118,treatment
14559,treatment
1773,treatment
1109,treatment
8722,treatment
12082,control
13943,control
14077,treatment
13252,treatment
116,treatment
7201,control
7059,control
8129,control
9875,treatment
14383,control
6963,control
1655,control
6878,control
1417,treatment
3653,control
14561,treatment
4195,control
7359,treatment
4970,treatment
11987,treatment
7776,control
3010,treatment
2937,treatment
1068,treatment
6309,treatment
7547,treatment
10388,control
1619,control
14523,control
7261,treatment
13994,control
1413,treatment
5812,treatment
14526,treatment
578,control
9012,treatment
1133,treatment
4658,treatment
4034,treatment
8843,control
10801,treatment
9877,treatment
536,control
6492,control
11838,treatment
8932,treatment
3984,treatment
12090,treatment
12963,control
5023,control
5757,control
10086,control
9067,treatment
1745,control
4504,treatment
4952,treatment
6219,treatment
10911,control
12781,control
4625,treatment
5233,treatment
6791,control
7198,control
587,control
4984,control
7635,control
13568,control
11992,control
